,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,Right Hand,Right Hand,Right Hand,Right Hand,Right Hand,Right Hand,Right Hand,Right Forearm,Right Forearm,Right Forearm,Right Forearm,Right Forearm,Right Forearm,Right Forearm,Right Upper Arm,Right Upper Arm,Right Upper Arm,Right Upper Arm,Right Upper Arm,Right Upper Arm,Right Upper Arm,Cue Stick,Cue Stick,Cue Stick,Cue Stick,Cue Stick,Cue Stick,Cue Stick,Cue Ball 1,Cue Ball 1,Cue Ball 1,Cue Ball 1,Cue Ball 1,Cue Ball 1,Cue Ball 1
,ID,"8BA50CF3153111EAFBAD9EE854E475AD","8BA50CF3153111EAFBAD9EE854E475AD","8BA50CF3153111EAFBAD9EE854E475AD","8BA50CF3153111EAFBAD9EE854E475AD","8BA50CF3153111EAFBAD9EE854E475AD","8BA50CF3153111EAFBAD9EE854E475AD","8BA50CF3153111EAFBAD9EE854E475AD","9840912E153111EAFBAD9EE854E475AD","9840912E153111EAFBAD9EE854E475AD","9840912E153111EAFBAD9EE854E475AD","9840912E153111EAFBAD9EE854E475AD","9840912E153111EAFBAD9EE854E475AD","9840912E153111EAFBAD9EE854E475AD","9840912E153111EAFBAD9EE854E475AD","A0FA335A153111EAFBAD9EE854E475AD","A0FA335A153111EAFBAD9EE854E475AD","A0FA335A153111EAFBAD9EE854E475AD","A0FA335A153111EAFBAD9EE854E475AD","A0FA335A153111EAFBAD9EE854E475AD","A0FA335A153111EAFBAD9EE854E475AD","A0FA335A153111EAFBAD9EE854E475AD","A95F0678153111EAFBAD9EE854E475AD","A95F0678153111EAFBAD9EE854E475AD","A95F0678153111EAFBAD9EE854E475AD","A95F0678153111EAFBAD9EE854E475AD","A95F0678153111EAFBAD9EE854E475AD","A95F0678153111EAFBAD9EE854E475AD","A95F0678153111EAFBAD9EE854E475AD","679D5CA4153311EAFBAD9EE854E475AD","679D5CA4153311EAFBAD9EE854E475AD","679D5CA4153311EAFBAD9EE854E475AD","679D5CA4153311EAFBAD9EE854E475AD","679D5CA4153311EAFBAD9EE854E475AD","679D5CA4153311EAFBAD9EE854E475AD","679D5CA4153311EAFBAD9EE854E475AD"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z
32,0.266667,-0.408210,0.563026,-0.715170,0.069987,-563.813782,442.488800,992.204224,-0.011633,0.677590,0.667263,0.309025,-137.187500,387.644104,673.920898,0.539534,-0.511155,0.562391,-0.362410,-708.425232,599.721069,837.792786,-0.751783,0.100989,0.133466,0.637816,425.447327,388.817291,526.120239,0.388306,-0.313542,0.864866,-0.054010,-722.175781,585.271667,827.164246
33,0.275000,-0.408210,0.563026,-0.715170,0.069987,-563.813782,442.488800,992.204224,-0.011633,0.677590,0.667263,0.309025,-137.187500,387.644104,673.920898,0.539534,-0.511155,0.562391,-0.362410,-708.425232,599.721069,837.792786,-0.726369,0.105145,0.129866,0.666684,422.883484,389.430908,522.984375,0.383953,-0.318511,0.865188,-0.050798,-724.524170,585.682312,822.352417
34,0.283333,-0.408210,0.563026,-0.715170,0.069987,-563.813782,442.488800,992.204224,-0.011633,0.677590,0.667263,0.309025,-137.187500,387.644104,673.920898,0.539534,-0.511155,0.562391,-0.362410,-708.425232,599.721069,837.792786,-0.725133,0.104906,0.130080,0.668024,420.444885,390.068146,519.707703,0.386460,-0.318661,0.864127,-0.048883,-726.517944,586.450562,817.924683
35,0.291667,-0.408210,0.563026,-0.715170,0.069987,-563.813782,442.488800,992.204224,0.098871,0.468347,0.767609,0.426207,-181.120010,378.538269,575.857117,0.519408,-0.559272,0.570077,-0.304043,-720.593384,601.727356,814.252380,-0.491423,0.135067,0.107262,0.853671,418.398346,390.174957,516.822083,0.386460,-0.318661,0.864127,-0.048883,-726.517944,586.450562,817.924683
36,0.300000,-0.408210,0.563026,-0.715170,0.069987,-563.813782,442.488800,992.204224,0.098871,0.468347,0.767609,0.426207,-181.120010,378.538269,575.857117,0.519408,-0.559272,0.570077,-0.304043,-720.593384,601.727356,814.252380,-0.705270,0.107571,0.127134,0.689101,415.585419,391.308716,513.149841,0.378933,-0.321237,0.866379,-0.051036,-730.516785,587.651428,808.911438
37,0.308333,-0.408210,0.563026,-0.715170,0.069987,-563.813782,442.488800,992.204224,0.098871,0.468347,0.767609,0.426207,-181.120010,378.538269,575.857117,0.519408,-0.559272,0.570077,-0.304043,-720.593384,601.727356,814.252380,-0.717687,0.105095,0.127964,0.676391,413.014374,392.043274,509.748566,0.401706,-0.335974,0.851890,0.006103,-735.298645,587.429626,804.315247
38,0.316667,-0.408210,0.563026,-0.715170,0.069987,-563.813782,442.488800,992.204224,0.098871,0.468347,0.767609,0.426207,-181.120010,378.538269,575.857117,0.525737,-0.520392,0.570363,-0.357041,-724.184753,604.693970,802.280151,-0.719716,0.103927,0.127850,0.674435,410.502258,392.883179,506.226532,0.401706,-0.335974,0.851890,0.006103,-735.298645,587.429626,804.315247
39,0.325000,-0.408210,0.563026,-0.715170,0.069987,-563.813782,442.488800,992.204224,0.098871,0.468347,0.767609,0.426207,-181.120010,378.538269,575.857117,0.525737,-0.520392,0.570363,-0.357041,-724.184753,604.693970,802.280151,-0.702606,0.105980,0.125092,0.692434,407.947144,393.794617,502.750031,0.388038,-0.321266,0.863143,-0.034612,-736.984131,589.697571,796.052612
40,0.333333,-0.408210,0.563026,-0.715170,0.069987,-563.813782,442.488800,992.204224,0.098871,0.468347,0.767609,0.426207,-181.120010,378.538269,575.857117,0.525737,-0.520392,0.570363,-0.357041,-724.184753,604.693970,802.280151,0.443673,0.123395,0.012261,0.887568,404.980133,395.881256,502.306152,0.389227,-0.334543,0.858244,-0.000233,-740.887024,589.372681,791.510315
41,0.341667,-0.408210,0.563026,-0.715170,0.069987,-563.813782,442.488800,992.204224,0.098871,0.468347,0.767609,0.426207,-181.120010,378.538269,575.857117,0.525737,-0.520392,0.570363,-0.357041,-724.184753,604.693970,802.280151,-0.676983,0.108700,0.136222,0.715068,403.500275,394.876923,496.581787,0.376444,-0.317041,0.869096,-0.049471,-739.733948,590.996094,787.861511
42,0.350000,-0.408210,0.563026,-0.715170,0.069987,-563.813782,442.488800,992.204224,0.098871,0.468347,0.767609,0.426207,-181.120010,378.538269,575.857117,0.525737,-0.520392,0.570363,-0.357041,-724.184753,604.693970,802.280151,-0.463802,0.133487,0.104433,0.869576,400.209503,397.130768,492.270294,0.376444,-0.317041,0.869096,-0.049471,-739.733948,590.996094,787.861511
43,0.358333,-0.408210,0.563026,-0.715170,0.069987,-563.813782,442.488800,992.204224,0.098871,0.468347,0.767609,0.426207,-181.120010,378.538269,575.857117,0.525737,-0.520392,0.570363,-0.357041,-724.184753,604.693970,802.280151,0.156886,0.140221,0.047780,0.976443,396.782806,399.931458,490.255096,0.387340,-0.332750,0.859786,0.003651,-746.562256,591.579529,779.311829
44,0.366667,-0.408210,0.563026,-0.715170,0.069987,-563.813782,442.488800,992.204224,0.098871,0.468347,0.767609,0.426207,-181.120010,378.538269,575.857117,0.525737,-0.520392,0.570363,-0.357041,-724.184753,604.693970,802.280151,-0.716038,0.099837,0.142030,0.676128,395.080719,399.454315,485.557983,0.374129,-0.335240,0.864662,0.001331,-748.556580,592.354248,775.296997
45,0.375000,-0.408210,0.563026,-0.715170,0.069987,-563.813782,442.488800,992.204224,0.098871,0.468347,0.767609,0.426207,-181.120010,378.538269,575.857117,0.525737,-0.520392,0.570363,-0.357041,-724.184753,604.693970,802.280151,-0.777146,0.089009,0.133246,0.608577,391.229095,402.649384,480.696381,0.385711,-0.332155,0.860738,-0.005489,-749.682983,593.611572,771.233643
46,0.383333,-0.391678,0.562409,-0.725302,0.064972,-679.883728,480.345703,784.245117,0.098871,0.468347,0.767609,0.426207,-181.120010,378.538269,575.857117,0.525737,-0.520392,0.570363,-0.357041,-724.184753,604.693970,802.280151,-0.792631,0.084785,0.134856,0.588525,388.302826,404.527496,476.996277,0.371950,-0.334052,0.866054,0.003633,-752.228455,594.055847,767.672241
47,0.391667,-0.391678,0.562409,-0.725302,0.064972,-679.883728,480.345703,784.245117,0.098871,0.468347,0.767609,0.426207,-181.120010,378.538269,575.857117,-0.389873,0.540015,0.579872,-0.469182,-741.659302,610.410767,766.924133,-0.862348,-0.089251,0.121951,-0.483237,386.485077,407.554962,476.443451,0.371950,-0.334052,0.866054,0.003633,-752.228455,594.055847,767.672241
48,0.400000,-0.391678,0.562409,-0.725302,0.064972,-679.883728,480.345703,784.245117,0.098871,0.468347,0.767609,0.426207,-181.120010,378.538269,575.857117,-0.389873,0.540015,0.579872,-0.469182,-741.659302,610.410767,766.924133,-0.868189,-0.088787,0.121292,-0.472919,383.489014,409.422211,472.652435,0.373276,-0.337330,0.864132,-0.012222,-754.915527,596.046509,759.475830
49,0.408333,-0.391678,0.562409,-0.725302,0.064972,-679.883728,480.345703,784.245117,0.098871,0.468347,0.767609,0.426207,-181.120010,378.538269,575.857117,-0.389873,0.540015,0.579872,-0.469182,-741.659302,610.410767,766.924133,-0.874767,-0.087160,0.121718,-0.460837,380.669464,411.330994,469.029114,0.373276,-0.337330,0.864132,-0.012222,-754.915527,596.046509,759.475830
50,0.416667,-0.389172,0.561036,-0.727683,0.065274,-688.663391,483.085510,768.725769,0.098871,0.468347,0.767609,0.426207,-181.120010,378.538269,575.857117,-0.389873,0.540015,0.579872,-0.469182,-741.659302,610.410767,766.924133,-0.883682,-0.084392,0.124874,-0.443159,377.726776,413.372589,465.591797,0.373276,-0.337330,0.864132,-0.012222,-754.915527,596.046509,759.475830
51,0.425000,-0.387433,0.568828,-0.722738,0.063083,-690.725708,483.736053,765.038269,0.098871,0.468347,0.767609,0.426207,-181.120010,378.538269,575.857117,-0.369091,0.530995,0.629549,-0.430679,-747.543152,613.024841,751.883423,-0.694377,-0.134749,0.081206,-0.702203,375.609619,414.738007,462.571960,0.373276,-0.337330,0.864132,-0.012222,-754.915527,596.046509,759.475830
52,0.433333,-0.388636,0.566452,-0.723724,0.065719,-692.716736,484.639954,761.517517,0.098871,0.468347,0.767609,0.426207,-181.120010,378.538269,575.857117,-0.369091,0.530995,0.629549,-0.430679,-747.543152,613.024841,751.883423,-0.694765,-0.135344,0.079929,-0.701851,372.895264,416.676636,459.080292,0.338102,-0.380988,0.860494,-0.009218,-760.534119,602.901978,745.116089
53,0.441667,-0.388636,0.566452,-0.723723,0.065719,-692.716736,484.639954,761.517517,0.098871,0.468347,0.767609,0.426207,-181.120010,378.538269,575.857117,-0.369091,0.530995,0.629549,-0.430679,-747.543152,613.024841,751.883423,-0.889278,-0.084798,0.124099,-0.431965,369.814728,419.389557,455.644104,0.371854,-0.328469,0.867742,-0.029261,-763.041687,600.948608,742.460815
54,0.450000,-0.388636,0.566452,-0.723724,0.065719,-692.716736,484.639954,761.517517,0.098871,0.468347,0.767609,0.426207,-181.120010,378.538269,575.857117,-0.409790,0.520995,0.577315,-0.476805,-753.403931,617.506042,742.159912,-0.708989,-0.134248,0.082240,-0.687422,368.057068,420.797302,453.370697,0.371854,-0.328469,0.867742,-0.029261,-763.041687,600.948608,742.460815
55,0.458333,-0.383703,0.562857,-0.729275,0.064206,-699.426636,487.110352,751.795959,0.098871,0.468347,0.767609,0.426207,-181.120010,378.538269,575.857117,-0.409790,0.520995,0.577315,-0.476805,-753.403931,617.506042,742.159912,-0.704600,-0.135309,0.079622,-0.692019,365.937195,422.472046,451.227783,0.392507,-0.349670,0.850093,0.031794,-770.150513,601.628296,735.562195
56,0.466667,-0.389407,0.561022,-0.727716,0.063609,-701.268982,487.993896,748.719604,0.098871,0.468347,0.767609,0.426207,-181.120010,378.538269,575.857117,-0.409790,0.520995,0.577315,-0.476805,-753.403931,617.506042,742.159912,-0.706333,-0.134655,0.079956,-0.690340,364.340271,424.119293,450.003967,0.392507,-0.349670,0.850093,0.031794,-770.150513,601.628296,735.562195
57,0.475000,-0.389407,0.561022,-0.727716,0.063609,-701.268982,487.993896,748.719604,0.098871,0.468347,0.767609,0.426207,-181.120010,378.538269,575.857117,-0.409790,0.520995,0.577315,-0.476805,-753.403931,617.506042,742.159912,-0.711536,-0.132757,0.079355,-0.685416,362.837433,425.721069,449.168610,0.385878,-0.353625,0.851553,0.030064,-773.962891,603.171326,729.517273
58,0.483333,-0.389194,0.558052,-0.729996,0.064896,-705.002869,489.495850,743.219421,0.098871,0.468347,0.767609,0.426207,-181.120010,378.538269,575.857117,-0.409790,0.520995,0.577315,-0.476805,-753.403931,617.506042,742.159912,-0.695025,-0.135465,0.073896,-0.702231,361.377441,427.429260,448.713165,0.335069,-0.381208,0.861601,-0.007322,-771.593140,607.634827,727.052185
59,0.491667,-0.389194,0.558052,-0.729996,0.064896,-705.002869,489.495850,743.219421,0.098871,0.468347,0.767609,0.426207,-181.120010,378.538269,575.857117,-0.507218,0.548884,-0.575935,0.331295,-764.266846,620.565918,726.255005,-0.885459,-0.088196,0.117151,-0.440976,359.401062,429.970612,447.897430,0.335069,-0.381208,0.861601,-0.007322,-771.593140,607.634827,727.052185
60,0.500000,-0.389194,0.558052,-0.729996,0.064896,-705.002869,489.495850,743.219421,0.098871,0.468347,0.767609,0.426207,-181.120010,378.538269,575.857117,-0.507218,0.548884,-0.575935,0.331295,-764.266846,620.565918,726.255005,-0.726963,-0.128436,0.076883,-0.670163,358.347351,431.208008,447.855591,0.335069,-0.381208,0.861601,-0.007322,-771.593140,607.634827,727.052185
61,0.508333,-0.385056,0.569686,-0.723041,0.066340,-709.957153,491.653656,735.839111,0.098871,0.468347,0.767609,0.426207,-181.120010,378.538269,575.857117,-0.507218,0.548884,-0.575935,0.331295,-764.266846,620.565918,726.255005,-0.808146,-0.113877,0.030447,-0.577066,356.661133,432.767059,448.127014,0.365652,-0.332713,0.868873,-0.025705,-778.057556,606.463440,719.815918
62,0.516667,-0.385898,0.565617,-0.725955,0.064413,-711.842529,492.278931,733.632629,0.098871,0.468347,0.767609,0.426207,-181.120010,378.538269,575.857117,-0.507218,0.548884,-0.575935,0.331295,-764.266846,620.565918,726.255005,-0.808938,0.065095,0.144285,0.566183,355.398224,433.758667,444.895660,0.365652,-0.332713,0.868873,-0.025705,-778.057556,606.463440,719.815918
63,0.525000,-0.385898,0.565617,-0.725955,0.064413,-711.842529,492.278931,733.632629,0.098871,0.468347,0.767609,0.426207,-181.120010,378.538269,575.857117,-0.507218,0.548884,-0.575935,0.331295,-764.266846,620.565918,726.255005,-0.458156,0.120626,0.128826,0.871175,354.018127,434.966248,445.525055,0.367664,-0.334623,0.867463,-0.018929,-781.896057,607.574585,715.444031
64,0.533333,-0.385898,0.565617,-0.725955,0.064413,-711.842529,492.278931,733.632629,0.098871,0.468347,0.767609,0.426207,-181.120010,378.538269,575.857117,-0.420849,0.527678,0.573758,-0.463945,-770.787537,623.765320,717.048523,-0.198112,0.139622,0.096850,0.965338,352.575256,437.684998,445.018555,0.367664,-0.334623,0.867463,-0.018929,-781.896057,607.574585,715.444031
65,0.541667,-0.385898,0.565617,-0.725955,0.064413,-711.842529,492.278931,733.632629,0.098871,0.468347,0.767609,0.426207,-181.120010,378.538269,575.857117,-0.420849,0.527678,0.573758,-0.463945,-770.787537,623.765320,717.048523,-0.179776,0.138878,0.094856,0.969224,351.187500,440.197815,444.659912,0.367664,-0.334623,0.867463,-0.018929,-781.896057,607.574585,715.444031
66,0.550000,-0.385898,0.565617,-0.725955,0.064413,-711.842529,492.278931,733.632629,0.098871,0.468347,0.767609,0.426207,-181.120010,378.538269,575.857117,-0.420849,0.527678,0.573758,-0.463945,-770.787537,623.765320,717.048523,-0.878026,0.040672,0.142085,0.455222,349.772766,443.390472,443.669067,0.367664,-0.334623,0.867463,-0.018929,-781.896057,607.574585,715.444031
67,0.558333,-0.385898,0.565617,-0.725955,0.064413,-711.842529,492.278931,733.632629,0.098871,0.468347,0.767609,0.426207,-181.120010,378.538269,575.857117,-0.420849,0.527678,0.573758,-0.463945,-770.787537,623.765320,717.048523,-0.107419,0.134815,0.080301,0.981752,347.713013,446.416962,443.081238,0.335010,-0.385138,0.859904,0.001504,-788.186340,612.355469,707.912720
68,0.566667,-0.385898,0.565617,-0.725955,0.064413,-711.842529,492.278931,733.632629,0.098871,0.468347,0.767609,0.426207,-181.120010,378.538269,575.857117,-0.420849,0.527678,0.573758,-0.463945,-770.787537,623.765320,717.048523,-0.875050,0.038938,0.140873,0.461440,346.943787,448.870758,442.688080,0.335010,-0.385138,0.859904,0.001504,-788.186340,612.355469,707.912720
69,0.575000,-0.385898,0.565617,-0.725955,0.064413,-711.842529,492.278931,733.632629,0.098871,0.468347,0.767609,0.426207,-181.120010,378.538269,575.857117,-0.420849,0.527678,0.573758,-0.463945,-770.787537,623.765320,717.048523,-0.875101,0.036977,0.141385,0.461348,345.555725,451.633636,442.290253,0.335010,-0.385138,0.859904,0.001504,-788.186340,612.355469,707.912720
70,0.583333,-0.385898,0.565617,-0.725955,0.064413,-711.842529,492.278931,733.632629,0.098871,0.468347,0.767609,0.426207,-181.120010,378.538269,575.857117,-0.420849,0.527678,0.573758,-0.463945,-770.787537,623.765320,717.048523,-0.848505,0.043090,0.141136,0.508196,344.096558,454.371582,441.895782,0.362658,-0.339110,0.867891,-0.015755,-794.556030,611.606628,703.790039
71,0.591667,-0.385898,0.565617,-0.725955,0.064413,-711.842529,492.278931,733.632629,0.098871,0.468347,0.767609,0.426207,-181.120010,378.538269,575.857117,-0.420849,0.527678,0.573758,-0.463945,-770.787537,623.765320,717.048523,-0.883066,0.031254,0.139849,0.446833,342.673340,456.910187,441.681030,0.362658,-0.339110,0.867891,-0.015755,-794.556030,611.606628,703.790039
72,0.600000,-0.385898,0.565617,-0.725955,0.064413,-711.842529,492.278931,733.632629,0.098871,0.468347,0.767609,0.426207,-181.120010,378.538269,575.857117,-0.420849,0.527678,0.573758,-0.463945,-770.787537,623.765320,717.048523,-0.864608,0.035295,0.139915,0.481281,341.291504,459.591858,441.450317,0.362658,-0.339110,0.867891,-0.015755,-794.556030,611.606628,703.790039
73,0.608333,-0.385898,0.565617,-0.725955,0.064413,-711.842529,492.278931,733.632629,0.098871,0.468347,0.767609,0.426207,-181.120010,378.538269,575.857117,-0.420849,0.527678,0.573758,-0.463945,-770.787537,623.765320,717.048523,-0.865138,0.033500,0.139460,0.480588,339.867279,462.081970,441.450958,0.362658,-0.339110,0.867891,-0.015755,-794.556030,611.606628,703.790039
74,0.616667,-0.385898,0.565617,-0.725955,0.064413,-711.842529,492.278931,733.632629,0.098871,0.468347,0.767609,0.426207,-181.120010,378.538269,575.857117,-0.420849,0.527678,0.573758,-0.463945,-770.787537,623.765320,717.048523,-0.862031,0.032498,0.139335,0.486243,338.510590,464.750183,441.446991,0.362658,-0.339110,0.867891,-0.015755,-794.556030,611.606628,703.790039
75,0.625000,-0.385898,0.565617,-0.725955,0.064413,-711.842529,492.278931,733.632629,0.098871,0.468347,0.767609,0.426207,-181.120010,378.538269,575.857117,-0.420849,0.527678,0.573758,-0.463945,-770.787537,623.765320,717.048523,-0.860837,0.030973,0.138916,0.488573,337.066254,467.269226,441.635223,-0.427360,-0.136452,0.771663,-0.450866,-817.765564,607.834229,692.552673
76,0.633333,-0.385898,0.565617,-0.725955,0.064413,-711.842529,492.278931,733.632629,0.098871,0.468347,0.767609,0.426207,-181.120010,378.538269,575.857117,-0.454829,0.584417,-0.590433,0.320900,-793.370117,629.707336,699.934082,-0.868127,0.027113,0.137767,0.476068,335.659332,470.076965,441.660370,-0.427360,-0.136452,0.771663,-0.450866,-817.765564,607.834229,692.552673
77,0.641667,-0.385898,0.565617,-0.725955,0.064413,-711.842529,492.278931,733.632629,0.098871,0.468347,0.767609,0.426207,-181.120010,378.538269,575.857117,-0.454829,0.584417,-0.590433,0.320900,-793.370117,629.707336,699.934082,-0.795888,0.043367,0.140396,0.587342,334.243652,472.930267,441.819366,-0.427360,-0.136452,0.771663,-0.450866,-817.765564,607.834229,692.552673
78,0.650000,-0.385898,0.565617,-0.725955,0.064413,-711.842529,492.278931,733.632629,0.098871,0.468347,0.767609,0.426207,-181.120010,378.538269,575.857117,-0.497460,0.582928,-0.580159,0.275943,-800.397827,626.648499,695.956909,-0.969893,-0.022510,0.129338,0.205115,332.455872,475.767426,442.320129,-0.427360,-0.136452,0.771663,-0.450866,-817.765564,607.834229,692.552673
79,0.658333,-0.385898,0.565617,-0.725955,0.064413,-711.842529,492.278931,733.632629,0.098871,0.468347,0.767609,0.426207,-181.120010,378.538269,575.857117,-0.497460,0.582928,-0.580159,0.275943,-800.397827,626.648499,695.956909,-0.969893,-0.022510,0.129338,0.205115,332.455872,475.767426,442.320129,-0.427360,-0.136452,0.771663,-0.450866,-817.765564,607.834229,692.552673
80,0.666667,-0.385898,0.565617,-0.725955,0.064413,-711.842529,492.278931,733.632629,0.098871,0.468347,0.767609,0.426207,-181.120010,378.538269,575.857117,-0.454760,0.580745,-0.592877,0.323149,-799.912598,630.498657,697.516296,-0.232268,0.121493,0.129703,0.956278,328.865875,483.221466,441.083252,-0.427360,-0.136452,0.771663,-0.450866,-817.765564,607.834229,692.552673
81,0.675000,-0.385898,0.565617,-0.725955,0.064413,-711.842529,492.278931,733.632629,0.098871,0.468347,0.767609,0.426207,-181.120010,378.538269,575.857117,-0.454760,0.580745,-0.592877,0.323149,-799.912598,630.498657,697.516296,-0.193297,0.124314,0.128721,0.964683,327.255127,486.884644,440.627777,-0.427360,-0.136452,0.771663,-0.450866,-817.765564,607.834229,692.552673
82,0.683333,-0.385898,0.565617,-0.725955,0.064413,-711.842529,492.278931,733.632629,0.098871,0.468347,0.767609,0.426207,-181.120010,378.538269,575.857117,-0.454760,0.580745,-0.592877,0.323149,-799.912598,630.498657,697.516296,-0.185939,0.122875,0.128917,0.966286,325.436493,490.484070,440.398773,-0.427360,-0.136452,0.771663,-0.450866,-817.765564,607.834229,692.552673
83,0.691667,-0.385898,0.565617,-0.725955,0.064413,-711.842529,492.278931,733.632629,0.098871,0.468347,0.767609,0.426207,-181.120010,378.538269,575.857117,-0.454760,0.580745,-0.592877,0.323149,-799.912598,630.498657,697.516296,-0.209435,0.120727,0.134316,0.961000,323.737823,494.332184,439.830383,-0.427360,-0.136452,0.771663,-0.450866,-817.765564,607.834229,692.552673
84,0.700000,-0.365354,0.567925,-0.732971,0.082038,-751.820374,499.237244,715.359436,0.098871,0.468347,0.767609,0.426207,-181.120010,378.538269,575.857117,-0.454760,0.580745,-0.592877,0.323149,-799.912598,630.498657,697.516296,-0.216138,0.117413,0.135138,0.959810,321.787354,497.931915,439.701782,-0.427360,-0.136452,0.771663,-0.450866,-817.765564,607.834229,692.552673
85,0.708333,-0.365945,0.564224,-0.735560,0.081782,-753.876648,498.622955,715.666992,0.098871,0.468347,0.767609,0.426207,-181.120010,378.538269,575.857117,-0.454760,0.580745,-0.592877,0.323149,-799.912598,630.498657,697.516296,-0.179391,0.121223,0.136248,0.966727,320.098236,502.172119,438.718567,-0.427360,-0.136452,0.771663,-0.450866,-817.765564,607.834229,692.552673
86,0.716667,-0.365945,0.564224,-0.735560,0.081782,-753.876648,498.622955,715.666992,0.098871,0.468347,0.767609,0.426207,-181.120010,378.538269,575.857117,-0.454760,0.580745,-0.592877,0.323149,-799.912598,630.498657,697.516296,-0.404000,0.094050,0.160723,0.895604,318.195709,505.765381,438.441833,-0.427360,-0.136452,0.771663,-0.450866,-817.765564,607.834229,692.552673
87,0.725000,-0.365945,0.564224,-0.735560,0.081782,-753.876648,498.622955,715.666992,0.098871,0.468347,0.767609,0.426207,-181.120010,378.538269,575.857117,-0.454760,0.580745,-0.592877,0.323149,-799.912598,630.498657,697.516296,-0.870026,0.001094,0.145204,0.471137,316.929932,509.677643,437.719788,-0.427360,-0.136452,0.771663,-0.450866,-817.765564,607.834229,692.552673
88,0.733333,-0.357499,0.571862,-0.733556,0.084054,-760.313660,496.272766,716.137085,0.098871,0.468347,0.767609,0.426207,-181.120010,378.538269,575.857117,-0.454760,0.580745,-0.592877,0.323149,-799.912598,630.498657,697.516296,-0.891745,-0.008335,0.143710,0.429033,314.662384,513.646240,437.038269,-0.427360,-0.136452,0.771663,-0.450866,-817.765564,607.834229,692.552673
89,0.741667,-0.358601,0.570680,-0.733870,0.084641,-762.343018,495.442657,716.174500,0.098871,0.468347,0.767609,0.426207,-181.120010,378.538269,575.857117,-0.454760,0.580745,-0.592877,0.323149,-799.912598,630.498657,697.516296,-0.172771,0.120195,0.147713,0.966377,311.655945,518.246521,435.940094,-0.427360,-0.136452,0.771663,-0.450866,-817.765564,607.834229,692.552673
90,0.750000,-0.358601,0.570680,-0.733870,0.084641,-762.343018,495.442657,716.174500,0.098871,0.468347,0.767609,0.426207,-181.120010,378.538269,575.857117,-0.454760,0.580745,-0.592877,0.323149,-799.912598,630.498657,697.516296,-0.902343,-0.016539,0.144675,0.405676,309.834534,521.372131,435.718658,-0.427360,-0.136452,0.771663,-0.450866,-817.765564,607.834229,692.552673
91,0.758333,-0.358601,0.570680,-0.733870,0.084641,-762.343018,495.442657,716.174500,0.098871,0.468347,0.767609,0.426207,-181.120010,378.538269,575.857117,-0.454760,0.580745,-0.592877,0.323149,-799.912598,630.498657,697.516296,-0.982546,-0.067549,0.124346,0.120738,306.937958,524.811279,435.450897,-0.427360,-0.136452,0.771663,-0.450866,-817.765564,607.834229,692.552673
92,0.766667,-0.358601,0.570680,-0.733870,0.084641,-762.343018,495.442657,716.174500,0.098871,0.468347,0.767609,0.426207,-181.120010,378.538269,575.857117,-0.454760,0.580745,-0.592877,0.323149,-799.912598,630.498657,697.516296,-0.984112,-0.071298,0.123295,0.106009,304.328156,528.455688,434.625153,-0.427360,-0.136452,0.771663,-0.450866,-817.765564,607.834229,692.552673
93,0.775000,-0.368278,0.580193,-0.722615,0.074668,-768.800110,492.123779,714.717102,0.098871,0.468347,0.767609,0.426207,-181.120010,378.538269,575.857117,-0.454760,0.580745,-0.592877,0.323149,-799.912598,630.498657,697.516296,-0.917246,-0.027473,0.145299,0.369856,302.080902,532.352966,433.346039,-0.427360,-0.136452,0.771663,-0.450866,-817.765564,607.834229,692.552673
94,0.783333,-0.368278,0.580193,-0.722615,0.074668,-768.800110,492.123779,714.717102,0.098871,0.468347,0.767609,0.426207,-181.120010,378.538269,575.857117,-0.454760,0.580745,-0.592877,0.323149,-799.912598,630.498657,697.516296,-0.986350,-0.078443,0.121152,0.079266,299.319550,535.584106,432.925140,-0.427360,-0.136452,0.771663,-0.450866,-817.765564,607.834229,692.552673
95,0.791667,-0.368278,0.580193,-0.722615,0.074668,-768.800110,492.123779,714.717102,0.584048,0.535602,0.384557,0.473428,-826.709534,625.849792,697.563599,-0.454760,0.580745,-0.592877,0.323149,-799.912598,630.498657,697.516296,-0.985457,-0.079205,0.122909,0.086574,296.831116,539.114746,432.078888,-0.427360,-0.136452,0.771663,-0.450866,-817.765564,607.834229,692.552673
